first_name,last_name,age,favorite_os,IQ
Shannon,Turner,73,,128.0
Millie,Clark,35,iOS,88.0
Landon,Jones,48,AndroidOS,122.0
Bryson,Thompson,67,AndroidOS,91.0
Jack,AllenKing,31,iOS,104.0
Waylon,Martin,47,iOS,119.0
Bob,Roberts,27,AndroidOS,116.0
Parker,Foster,47,iOS,98.0
Mike,Bennet,43,AndroidOS,85.0
Oscar,Davis,34,iOS,125.0
Ellie,,57,iOS,94.0
Everett,Campbell,46,AndroidOS,86.0
Lisa,Murphy,28,iOS,111.0
Wesley,Turner,35,Windows,120.0
Leo,Cooper,57,AndroidOS,115.0
Jackson,James,29,AndroidOS,100.0
Parker,Mendoza,22,iOS,127.0
Rhett,Morgan,25,iOS,
River,James,56,iOS,96.0
Oscar,Hughes,41,AndroidOS,127.0
Zoe,Alvarez,47,AndroidOS,94.0
Parker,Smith,60,AndroidOS,121.0
Dean,Roberts,67,iOS,94.0
Ashley,Robinson,37,iOS,124.0
,Gibson,55,iOS,117.0
Olive,Fry,44,AndroidOS,126.0
Martha,Robinson,67,AndroidOS,
Fridge,Robinson,55,iOS,106.0
Jeremy,Reese,51,Windows,99.0
Julian,Rogers,70,iOS,110.0
Arthur,Hughes,57,AndroidOS,94.0
Weston,Clark,28,AndroidOS,
Ashton,Cox,22,iOS,122.0
Beckett,Mitchell,44,iOS,100.0
Ella,Rogers,48,iOS,
Jon,Torres,51,AndroidOS,96.0
Leo,Gomez,31,iOS,129.0
Teresa,Clark,69,AndroidOS,110.0
Martha,Lopez,67,iOS,90.0
Emma,Myers,34,iOS,114.0
Madeline,Coleman,74,,92.0
,Mendoza,60,AndroidOS,104.0
Braxton,Anderson,42,AndroidOS,92.0
Remington,Campbell,52,AndroidOS,123.0
Brooks,Lewis,54,iOS,115.0
Roary,Ward,43,iOS,101.0
Journee,Patel,38,AndroidOS,102.0
Ashley,Foster,72,,128.0
Madeline,Anderson,42,iOS,129.0
Brooks,Hernandez,55,AndroidOS,111.0
Preston,Williams,38,iOS,107.0
Hailey,Ruiz,57,iOS,100.0
Hunter,Bell,58,AndroidOS,107.0
Gideon,Russel,27,iOS,106.0
Lane,Scott,33,iOS,117.0
King,Howard,67,iOS,87.0
Bradley,Peterson,48,iOS,111.0
King,Guiterrez,71,,114.0
Waylon,Youmg,34,iOS,
Faith,Mendoza,43,iOS,113.0
Waylon,Martinez,70,iOS,114.0
Blake,Green,69,AndroidOS,98.0
Easton,,72,,92.0
Presley,Martin,33,AndroidOS,103.0
Harry,Reese,58,AndroidOS,104.0
Martha,Rogers,41,iOS,
Abdul,Foster,27,AndroidOS,107.0
Parker,Hill,72,,126.0
Steven,Cooper,50,AndroidOS,112.0
Steven,Cruz,51,Windows,99.0
Ellie,Long,22,iOS,91.0
Alyssa,Garcia,38,iOS,87.0
Alexis,Jones,74,,126.0
Madeline,Wright,29,AndroidOS,94.0
Ashton,Flores,74,,113.0
Silas,Fry,54,iOS,
Blakely,Nelson,59,iOS,105.0
Gracie,Jimenez,45,AndroidOS,104.0
King,Youmg,74,,
Micheal,Bennet,36,AndroidOS,103.0
Everett,Howard,32,iOS,117.0
Julian,Fry,62,iOS,121.0
Lauren,Lee,72,,97.0
Miles,Foster,69,AndroidOS,91.0
Kimberly,Gray,34,iOS,96.0
Lucy,White,51,iOS,85.0
Graham,Hill,31,Windows,110.0
Micheal,Evans,61,AndroidOS,
Blake,Phillips,40,iOS,88.0
,James,48,iOS,111.0
Lilly,Phillips,65,iOS,93.0
Tyler,Foster,25,AndroidOS,106.0
Nash,Taylor,64,iOS,116.0
Blakely,Wright,35,Windows,129.0
Landon,Jones,31,iOS,105.0
Mark,Jackson,65,AndroidOS,118.0
Gracie,Taylor,39,iOS,121.0
Karter,Baker,52,AndroidOS,94.0
Ron,Anderson,67,AndroidOS,128.0
Archer,Coleman,67,AndroidOS,98.0
Bryce,Parker,48,Windows,111.0
Zoe,Stewart,69,iOS,113.0
Ashton,Gray,23,iOS,100.0
Cole,Long,45,iOS,110.0
Fridge,Rodriguez,40,Windows,94.0
Madison,Stewart,63,iOS,107.0
Landon,Morgan,63,iOS,115.0
Jameson,Nguyen,29,iOS,99.0
Avery,Mendoza,66,iOS,117.0
Eloise,Green,66,iOS,104.0
Ivy,Garcia,35,AndroidOS,127.0
Lena,,70,iOS,
Bryce,Nelson,21,AndroidOS,100.0
Kingston,Kim,28,iOS,127.0
Kingston,Scott,54,AndroidOS,119.0
Everett,Ortiz,39,AndroidOS,127.0
Jonny,Jenkins,44,iOS,122.0
Sawyer,Bennet,28,iOS,
Beckett,Russel,21,AndroidOS,113.0
Payton,Ross,20,iOS,86.0
Lincoln,Reed,74,,106.0
Brooks,Brooks,24,iOS,126.0
Ivor,Myers,33,iOS,91.0
Steven,Green,63,iOS,127.0
Lincoln,Ruiz,44,iOS,107.0
Preston,Reed,65,iOS,99.0
Kingston,Rodriguez,43,iOS,90.0
Avery,Brown,72,,110.0
Ella,Rogers,23,AndroidOS,92.0
Hunter,Martinez,27,iOS,94.0
Jaxon,James,35,iOS,90.0
Archer,Sullivan,25,iOS,87.0
Jon,Wright,65,iOS,127.0
Hadley,Reed,61,iOS,104.0
Robert,Patel,61,AndroidOS,103.0
Andrea,Evans,74,,94.0
Avery,Reyes,52,iOS,127.0
Steven,Fry,32,iOS,124.0
Micheal,Colon,71,,95.0
Ashley,Bell,38,Windows,98.0
Ellie,Peterson,25,iOS,99.0
Alyssa,Harris,31,iOS,125.0
Daisy,Myers,20,AndroidOS,94.0
Payton,Morgan,59,iOS,
Landon,Roberts,62,iOS,108.0
Brooke,Collins,70,iOS,
Nash,Walker,52,AndroidOS,105.0
Christian,Parker,53,AndroidOS,
Georgia,Myers,37,AndroidOS,99.0
Kimberly,Lewis,62,AndroidOS,90.0
Lucy,Powell,29,AndroidOS,93.0
Steven,Morgan,60,iOS,107.0
Jameson,Edwards,69,iOS,129.0
Garett,Ortiz,74,,106.0
Hazel,Anderson,55,iOS,105.0
Madison,Morales,20,AndroidOS,107.0
Christina,Carter,69,AndroidOS,100.0
Legend,Baker,32,AndroidOS,112.0
Bradley,Collins,74,,113.0
Cole,Bloom,33,iOS,126.0
Mark,Edwards,71,,117.0
Lena,Castillo,51,iOS,126.0
,Edwards,20,iOS,129.0
Leo,Ramirez,24,iOS,109.0
Jack,Chavez,57,AndroidOS,118.0
Kimberly,James,68,AndroidOS,121.0
Archer,Ross,33,iOS,109.0
Easton,Russel,42,iOS,
Payton,Williams,31,iOS,95.0
Wesley,Fry,31,AndroidOS,108.0
Marley,Wright,69,Windows,100.0
Wyatt,Morris,71,,105.0
Emma,Martin,33,iOS,96.0
Lisa,Ross,50,iOS,128.0
Holden,Perez,45,AndroidOS,98.0
Merlin,Nelson,69,iOS,86.0
Bradley,Kelly,64,iOS,93.0
Easton,Hernandez,36,iOS,126.0
Minho,Hill,59,iOS,120.0
Ellie,Youmg,44,iOS,113.0
Steve,Scott,67,AndroidOS,103.0
Jack,Parker,62,AndroidOS,104.0
Avery,Torres,68,iOS,119.0
Lincoln,Myers,48,iOS,96.0
Edward,Bennet,27,iOS,85.0
Blakely,Fry,35,Windows,116.0
Gideon,Price,21,AndroidOS,88.0
Josie,Perez,43,iOS,127.0
Avery,Rivera,53,iOS,126.0
Blakely,Jimenez,36,iOS,122.0
Andrea,Smith,41,AndroidOS,85.0
Bryson,Coleman,71,,126.0
Ella,Morris,51,iOS,103.0
Harry,Green,61,iOS,109.0
Minho,Turner,36,iOS,105.0
Payton,Sanders,38,AndroidOS,88.0
Marvin,Reed,23,AndroidOS,99.0
Lilly,Evans,50,iOS,
Andrey,Evans,29,AndroidOS,100.0
Bob,Flores,25,iOS,110.0
Waylon,Rogers,70,iOS,120.0
Bryson,Ross,61,iOS,129.0
Brandon,Fry,51,Windows,88.0
Mike,Mendoza,20,AndroidOS,88.0
Hope,Hernandez,28,iOS,94.0
Bradley,Garcia,60,AndroidOS,92.0
Silas,Ortiz,34,iOS,105.0
Eleanor,Taylor,71,,119.0
Nash,Miller,39,iOS,
Bryce,Ramirez,39,AndroidOS,121.0
Avery,Wright,23,AndroidOS,111.0
Zoe,Chavez,44,AndroidOS,128.0
Kingston,Hill,36,iOS,115.0
Jackson,Cox,32,iOS,115.0
King,Taylor,34,iOS,124.0
Waylon,Rivera,58,iOS,129.0
Merlin,Sancherz,47,AndroidOS,129.0
Millie,Perry,62,iOS,94.0
Ashton,Perez,65,iOS,88.0
Ivy,Powell,68,iOS,88.0
Tucker,Thomas,56,iOS,99.0
Colton,Youmg,42,iOS,111.0
Jackson,Lewis,66,iOS,90.0
Archer,Gonzalez,50,iOS,127.0
Micheal,Taylor,31,iOS,125.0
Ivor,Nelson,66,iOS,109.0
Shannon,Sancherz,69,iOS,85.0
Ellie,Lopez,65,iOS,103.0
Austin,,28,iOS,118.0
Cole,Gray,60,AndroidOS,87.0
Bradley,Colon,36,iOS,119.0
Piper,Price,68,iOS,85.0
Karter,Cook,58,iOS,128.0
Braxton,Anderson,59,iOS,119.0
Abdul,Martin,37,AndroidOS,89.0
Lucy,Murphy,37,AndroidOS,105.0
Ashley,Sancherz,38,iOS,
Abdul,Hill,71,,112.0
Lisa,Martinez,20,AndroidOS,95.0
Josie,Turner,25,iOS,91.0
Landon,Mitchell,23,AndroidOS,86.0
Paul,Roberts,44,iOS,95.0
Hope,Palmer,64,AndroidOS,106.0
Silas,Coleman,74,,125.0
Rhett,Edwards,39,AndroidOS,124.0
Ellie,Lee,34,iOS,110.0
Alby,Little,58,AndroidOS,103.0
Bryce,Campbell,63,iOS,122.0
Daisy,Taylor,62,AndroidOS,125.0
Emma,Morris,47,AndroidOS,118.0
Everett,Guiterrez,40,Windows,92.0
Spencer,Jenkins,33,iOS,119.0
Alexis,Ramirez,61,iOS,96.0
Lauren,Rogers,46,AndroidOS,94.0
Georgia,Moore,33,AndroidOS,103.0
Dean,Ramirez,51,iOS,121.0
Lane,Hernandez,34,iOS,124.0
Avery,Foster,59,AndroidOS,105.0
Graham,Reyes,54,AndroidOS,121.0
Bennet,Jenkins,29,iOS,
Landon,Bennet,20,iOS,108.0
Lucy,Adams,60,iOS,102.0
Abdul,Green,21,iOS,126.0
Gideon,Ortiz,41,AndroidOS,112.0
Weston,Myers,55,iOS,128.0
Jackson,Hall,60,iOS,104.0
Alexis,Hall,21,iOS,120.0
Minho,Gray,29,AndroidOS,107.0
Parker,Phillips,38,iOS,91.0
Spencer,Hernandez,68,AndroidOS,85.0
Bryson,Anderson,40,iOS,105.0
Lisa,Sancherz,61,AndroidOS,118.0
Evelyn,White,23,AndroidOS,91.0
Mary,Martin,29,iOS,117.0
,Reed,31,iOS,125.0
Hadley,Garcia,54,AndroidOS,88.0
Payton,Coleman,45,iOS,
Miles,Lewis,51,AndroidOS,125.0
Piper,Ortiz,25,iOS,96.0
Remington,Castillo,40,AndroidOS,104.0
Marvin,Thompson,34,iOS,110.0
Josie,Anderson,49,AndroidOS,127.0
Lincoln,Guiterrez,21,AndroidOS,86.0
Karter,Jones,43,AndroidOS,115.0
Steven,Cook,27,Windows,103.0
Holden,Richardson,35,iOS,108.0
Ashley,James,58,AndroidOS,117.0
Bennet,Sancherz,36,iOS,115.0
,Perez,22,iOS,95.0
Ashley,Morales,61,iOS,87.0
Andrey,Hughes,45,iOS,101.0
Weston,Torres,30,iOS,85.0
Hazel,Watson,68,AndroidOS,96.0
Sawyer,Parker,66,AndroidOS,117.0
Avery,Bloom,56,iOS,117.0
Hudson,Ramirez,71,,94.0
Hayden,Kelly,68,iOS,122.0
Madison,Sanders,31,AndroidOS,114.0
Millie,Perez,66,iOS,113.0
Ellie,Johnson,38,iOS,118.0
Jon,Peterson,57,AndroidOS,97.0
Lincoln,Smith,20,iOS,100.0
Kingston,Colon,62,iOS,128.0
Mary,,70,iOS,86.0
Robert,Reyes,43,iOS,118.0
Micheal,Sullivan,40,AndroidOS,121.0
Brooks,Murphy,33,iOS,
Merlin,Long,43,AndroidOS,88.0
Josie,Ramos,42,AndroidOS,95.0
Desirae,Anderson,62,iOS,93.0
Tyler,Baker,56,iOS,86.0
Wesley,Walker,40,AndroidOS,91.0
Kimberly,Morales,22,iOS,121.0
Kimberly,Harris,66,AndroidOS,101.0
Oscar,James,66,AndroidOS,87.0
Parker,Nguyen,50,iOS,115.0
Parker,,73,,103.0
Martha,Wilson,29,iOS,
Lilly,Ortiz,27,iOS,90.0
Ashley,Morgan,60,AndroidOS,123.0
Sawyer,Lewis,22,iOS,121.0
Tom,Wright,58,iOS,118.0
Mason,Hall,23,AndroidOS,88.0
Silas,Gonzalez,20,Windows,103.0
Jon,Robinson,58,iOS,86.0
Presley,Wright,24,iOS,126.0
Ron,Mendoza,30,AndroidOS,98.0
Austin,Mendoza,54,AndroidOS,116.0
Julian,Long,26,Windows,122.0
Silas,Stewart,63,iOS,98.0
Lisa,Palmer,59,iOS,106.0
Daisy,Rivera,30,AndroidOS,124.0
Piper,Anderson,28,iOS,125.0
Everett,Kim,73,,93.0
Bryce,Long,23,iOS,95.0
Alyssa,Pierce,66,iOS,100.0
Ashley,Ruiz,45,AndroidOS,91.0
Avery,Brown,59,iOS,87.0
Lincoln,Pierce,74,,112.0
Alby,Hernandez,48,iOS,124.0
Olive,,71,,86.0
Ashley,Mendoza,28,AndroidOS,105.0
Everleigh,Gray,48,iOS,105.0
Teresa,Garcia,42,iOS,93.0
Jack,Russel,44,AndroidOS,114.0
Bob,Garcia,61,iOS,123.0
Fridge,Wilson,29,iOS,90.0
Parker,Russel,63,iOS,123.0
Jaxon,Torres,57,AndroidOS,96.0
Daisy,Baker,61,iOS,91.0
Cole,Hall,66,AndroidOS,95.0
Cole,Kelly,26,AndroidOS,91.0
Hayden,Jimenez,74,,121.0
Avery,Carter,34,iOS,104.0
Josie,Rogers,21,iOS,89.0
Blake,Ramirez,54,iOS,126.0
Eleanor,Little,37,AndroidOS,85.0
Oscar,Cooper,46,AndroidOS,99.0
Micheal,Brooks,74,,100.0
Tom,Price,66,AndroidOS,111.0
Everleigh,Cooper,52,iOS,
Presley,AllenKing,30,iOS,99.0
Julian,Miller,69,iOS,123.0
Emmet,Davis,72,,106.0
Lauren,Collins,59,iOS,128.0
Julian,Wilson,41,AndroidOS,119.0
Oscar,AllenKing,24,iOS,86.0
Jack,Hill,53,iOS,89.0
Fridge,Fry,56,iOS,94.0
,Colon,50,iOS,
Cole,Smith,57,iOS,89.0
Scarlett,,62,iOS,97.0
Garett,Sancherz,64,Windows,114.0
Desirae,Palmer,41,iOS,114.0
Gracie,Lee,61,iOS,123.0
Bentley,Evans,34,Windows,113.0
Zoe,Roberts,48,AndroidOS,92.0
Kinsley,Long,67,iOS,109.0
Hailey,Peterson,40,AndroidOS,128.0
,Bailey,25,iOS,113.0
Wyatt,Watson,53,Windows,123.0
Abdul,Gomez,24,iOS,129.0
Dean,,26,AndroidOS,91.0
Holden,Little,67,Windows,86.0
Mary,Sullivan,49,iOS,129.0
Jaxon,Bailey,28,iOS,115.0
Bryce,,73,,119.0
Bentley,Gibson,74,,115.0
,Flores,64,AndroidOS,88.0
Karter,Reese,29,iOS,124.0
Edward,Green,20,AndroidOS,116.0
Bryson,Harris,42,iOS,122.0
Cole,White,35,iOS,98.0
Mary,Little,45,iOS,97.0
Desirae,Bennet,55,AndroidOS,123.0
Millie,Morris,22,iOS,110.0
Everleigh,Mitchell,27,AndroidOS,127.0
Edward,Hill,35,AndroidOS,
Lauren,Ward,46,AndroidOS,98.0
Lauren,Perez,50,AndroidOS,89.0
Avery,Flores,25,iOS,114.0
Hayden,Turner,69,iOS,95.0
Nash,Mendoza,37,AndroidOS,101.0
Mary,Cook,30,AndroidOS,91.0
Rhett,Robinson,49,iOS,88.0
Landon,Sancherz,26,iOS,99.0
,Robinson,38,iOS,
Merlin,Baker,51,iOS,113.0
Natasha,,66,AndroidOS,114.0
Ivy,James,61,iOS,120.0
Beckett,Sancherz,52,iOS,127.0
Waylon,Ortiz,28,AndroidOS,110.0
Brooks,Jimenez,43,iOS,116.0
Nash,Little,68,iOS,119.0
Emmet,Rogers,41,iOS,
Avery,Hernandez,44,AndroidOS,97.0
Jeremy,Reed,67,iOS,112.0
Taylor,Guiterrez,59,iOS,108.0
Leo,Youmg,59,iOS,85.0
Andrea,Jones,21,iOS,113.0
Paul,Little,21,iOS,85.0
Mason,Ramos,63,iOS,96.0
Brooks,Ortiz,21,AndroidOS,109.0
Spencer,Green,57,AndroidOS,110.0
Wyatt,Jenkins,59,AndroidOS,
Paige,AllenKing,20,iOS,103.0
Micheal,Pierce,63,iOS,124.0
,Campbell,44,iOS,89.0
Ellie,Bloom,60,AndroidOS,103.0
Ivy,Johnson,55,iOS,86.0
Ivy,Peterson,47,AndroidOS,108.0
Martha,Baker,59,iOS,95.0
Cole,Reese,60,iOS,113.0
Scarlett,Powell,28,AndroidOS,107.0
Blakely,Hernandez,27,AndroidOS,97.0
Lane,Pierce,74,,101.0
Arthur,Chavez,28,Windows,91.0
Cole,Morris,47,AndroidOS,122.0
Bruce,Rogers,74,,96.0
Bryce,Morales,59,iOS,112.0
Beckham,Guiterrez,55,iOS,90.0
Vanessa,Price,41,iOS,120.0
Hudson,Youmg,48,iOS,117.0
Ron,Watson,73,,102.0
Josie,Adams,65,AndroidOS,106.0
Oscar,Bailey,41,iOS,95.0
Hayden,Wright,25,iOS,87.0
Colton,Wright,58,iOS,106.0
Shannon,Gibson,73,,117.0
Paige,Ross,52,iOS,
Payton,Chavez,37,AndroidOS,126.0
Evelyn,Thompson,37,AndroidOS,
Madison,Walker,54,iOS,122.0
Karter,Phillips,58,iOS,112.0
Waylon,Sanders,23,iOS,128.0
Paige,Russel,54,AndroidOS,118.0
Faith,Bailey,70,iOS,112.0
Graham,Brown,25,iOS,95.0
Graham,Ortiz,20,iOS,104.0
Graham,Thomas,25,iOS,96.0
Peyton,Davis,27,iOS,107.0
Myles,Collins,68,iOS,113.0
,Ortiz,20,AndroidOS,124.0
Marley,Morris,38,AndroidOS,97.0
Christina,Sanders,65,iOS,121.0
Daisy,Anderson,32,iOS,101.0
Jackson,Lee,47,iOS,120.0
Karter,Pierce,32,iOS,88.0
Tucker,Garcia,55,iOS,127.0
Holden,Coleman,23,AndroidOS,121.0
Millie,Sullivan,36,Windows,93.0
King,Johnson,50,iOS,105.0
Legend,Nguyen,45,iOS,118.0
Martha,White,62,iOS,128.0
Braxton,Collins,30,iOS,85.0
Hayden,Bailey,55,iOS,101.0
Steven,Jenkins,20,iOS,103.0
,Ward,47,AndroidOS,112.0
Lucy,Brooks,32,iOS,125.0
Hayden,,48,AndroidOS,92.0
Eleanor,Wright,48,iOS,127.0
,Flores,24,iOS,124.0
Madison,Wilson,71,,112.0
Emma,Jenkins,27,iOS,102.0
Gunther,Rodriguez,43,iOS,87.0
River,Moore,49,iOS,117.0
Sawyer,Smith,66,AndroidOS,104.0
Kinsley,Morris,48,AndroidOS,95.0
Mary,Howard,47,iOS,121.0
Ella,Reed,32,iOS,105.0
Kinsley,Sullivan,30,iOS,85.0
Shannon,Palmer,50,iOS,114.0
Faith,Johnson,25,iOS,114.0
Eleanor,Ruiz,45,AndroidOS,128.0
Christina,Richardson,37,iOS,106.0
Lena,Flores,34,iOS,107.0
King,Lewis,59,iOS,88.0
Robert,Phillips,53,AndroidOS,107.0
Tyler,Green,34,Windows,103.0
Roary,Jackson,25,iOS,
Lane,Sanders,44,iOS,89.0
Ron,Taylor,59,AndroidOS,109.0
Jack,Castillo,43,iOS,109.0
Emmet,Gomez,48,AndroidOS,86.0
Bryson,Scott,32,AndroidOS,98.0
Merlin,Lopez,64,AndroidOS,102.0
Journee,Gomez,31,iOS,118.0
Fridge,Watson,73,,127.0
Paige,Brown,36,iOS,105.0
Colton,Cooper,38,AndroidOS,88.0
Wyatt,Cooper,48,iOS,92.0
Jonny,Turner,48,AndroidOS,120.0
Micheal,Roberts,28,iOS,85.0
Avery,Powell,20,iOS,94.0
Colton,Russel,46,AndroidOS,109.0
Lauren,Mendoza,71,,89.0
River,Lee,53,AndroidOS,101.0
Avery,Edwards,31,iOS,102.0
Merlin,Hernandez,50,iOS,93.0
Oscar,Hall,52,iOS,
Paige,Bailey,51,AndroidOS,97.0
Lauren,Alvarez,21,AndroidOS,114.0
Jackson,Sancherz,47,AndroidOS,90.0
Sawyer,Sullivan,44,AndroidOS,129.0
Edward,Martinez,50,AndroidOS,100.0
Josie,Reyes,39,iOS,92.0
Scarlett,Colon,47,iOS,119.0
Tom,Reyes,58,iOS,93.0
Archer,White,44,iOS,123.0
Bentley,Mitchell,22,iOS,112.0
Ashley,Mendoza,43,AndroidOS,87.0
Brooks,Russel,28,iOS,115.0
Tucker,Gray,36,iOS,95.0
Gracie,Ramos,72,,89.0
King,Flores,34,iOS,125.0
Bennet,Ramos,43,iOS,117.0
Fridge,Cook,25,Windows,121.0
Natasha,Robinson,69,AndroidOS,101.0
Ivy,Jackson,55,Windows,107.0
Everleigh,Martinez,58,iOS,128.0
Lilly,Smith,43,AndroidOS,119.0
Olive,Powell,57,Windows,99.0
Christian,Ward,56,Windows,123.0
Olive,Brown,69,iOS,121.0
Eleanor,Gibson,72,,86.0
Millie,Ramos,23,iOS,93.0
Daisy,Carter,31,iOS,110.0
Lucy,Collins,51,AndroidOS,128.0
Jonathan,Bloom,69,Windows,90.0
Robert,Rogers,70,iOS,113.0
Oscar,Sancherz,36,AndroidOS,116.0
Beckham,Alvarez,60,AndroidOS,
Austin,Powell,32,Windows,98.0
Hailey,Guiterrez,27,iOS,113.0
Ashley,Wood,47,iOS,94.0
Zoe,Pierce,40,iOS,92.0
Avery,Garcia,26,iOS,101.0
Edward,Russel,49,iOS,99.0
Bruce,Reese,72,,128.0
Ron,Myers,33,iOS,89.0
Ron,Sancherz,20,AndroidOS,118.0
Jon,Williams,24,iOS,125.0
Ashley,Johnson,47,iOS,127.0
Edward,Reed,43,iOS,122.0
Emmet,Mendoza,57,AndroidOS,112.0
Alex,Gonzalez,43,iOS,
Hope,Palmer,44,iOS,124.0
Josie,Myers,70,iOS,106.0
Hunter,Ruiz,57,AndroidOS,122.0
Lauren,Reese,35,AndroidOS,107.0
Harry,Reese,48,AndroidOS,93.0
Madeline,Myers,42,iOS,120.0
Madison,Morales,72,,106.0
Andrey,Phillips,63,iOS,86.0
Fridge,Chavez,43,Windows,98.0
Paul,Cox,62,iOS,129.0
,Collins,44,AndroidOS,103.0
Beckett,Flores,28,iOS,109.0
Abdul,Edwards,66,iOS,105.0
Lincoln,Price,27,iOS,99.0
Weston,Ramos,27,Windows,105.0
Fridge,Hill,29,AndroidOS,117.0
Colton,Perez,73,,120.0
Bradley,Clark,64,AndroidOS,100.0
Walker,Russel,58,iOS,127.0
Vanessa,Evans,67,iOS,111.0
Bryce,Jimenez,21,AndroidOS,124.0
Everett,Ramirez,45,iOS,99.0
Kinsley,Nguyen,54,AndroidOS,90.0
Jackson,Ross,62,iOS,123.0
Vanessa,,24,AndroidOS,91.0
Eleanor,White,72,,127.0
Garett,Carter,49,iOS,98.0
Eloise,Youmg,62,AndroidOS,108.0
Roary,Kelly,36,iOS,94.0
Lucy,Ward,60,AndroidOS,125.0
Lincoln,Russel,20,iOS,109.0
Josie,Nelson,61,AndroidOS,94.0
Merlin,Morales,45,iOS,103.0
Jack,Morales,51,AndroidOS,
Beckett,Morales,39,iOS,128.0
Alby,Fry,68,AndroidOS,102.0
Ashton,Torres,69,Windows,101.0
Evelyn,Gonzalez,22,AndroidOS,115.0
Myles,Parker,57,AndroidOS,91.0
Colton,Thompson,68,Windows,
Olive,Adams,31,AndroidOS,126.0
Blake,James,63,iOS,111.0
Evelyn,White,49,iOS,85.0
Daisy,Baker,42,iOS,85.0
Blakely,Bennet,60,AndroidOS,102.0
Ron,Kelly,29,iOS,120.0
Marvin,Lee,60,AndroidOS,103.0
Josie,Jimenez,38,iOS,117.0
Alexis,Mendoza,36,Windows,115.0
Hayden,Martin,67,iOS,95.0
Jeremy,Thomas,48,AndroidOS,
Jack,Ross,59,AndroidOS,91.0
Lauren,Garcia,28,iOS,96.0
Presley,Lee,23,Windows,112.0
Julian,Torres,66,AndroidOS,128.0
Leo,Guiterrez,59,AndroidOS,
Millie,Evans,72,,118.0
Holden,Torres,69,iOS,96.0
Archer,Jackson,41,iOS,125.0
Archer,Ramirez,24,iOS,119.0
Hadley,Mitchell,20,iOS,111.0
Sawyer,Foster,38,iOS,114.0
Marvin,Rivera,70,AndroidOS,104.0
Bradley,Cruz,21,iOS,86.0
Garett,Turner,58,iOS,97.0
Bruce,Ramos,63,iOS,106.0
Gunther,Diaz,49,iOS,123.0
Sawyer,Lewis,69,AndroidOS,118.0
Bryson,Adams,43,AndroidOS,105.0
Ron,Walker,52,iOS,85.0
Eleanor,Bloom,28,AndroidOS,115.0
Ivor,Ruiz,21,iOS,110.0
Edward,Ward,58,iOS,86.0
Ellie,Lewis,54,iOS,88.0
Martha,Kelly,60,AndroidOS,85.0
Garett,Robinson,73,,129.0
Wesley,Johnson,46,iOS,118.0
Leo,Bloom,26,AndroidOS,103.0
Brooks,Sanders,64,iOS,121.0
Holden,Cox,29,iOS,95.0
Teresa,Bennet,52,iOS,99.0
Oscar,Sullivan,36,AndroidOS,95.0
Andrey,Cooper,51,iOS,86.0
Ellie,Thompson,58,Windows,94.0
Madeline,Coleman,43,iOS,122.0
Hailey,Edwards,40,AndroidOS,98.0
Oscar,Mitchell,35,AndroidOS,103.0
Mary,Howard,47,iOS,114.0
Hunter,Jones,46,iOS,
Legend,Gomez,51,AndroidOS,88.0
Waylon,Jones,50,iOS,107.0
Harry,Watson,21,AndroidOS,92.0
Gracie,Rogers,71,,88.0
Avery,Russel,73,,96.0
Alyssa,Stewart,21,iOS,
Walker,Wilson,64,iOS,
Jackson,Jimenez,73,,92.0
Jaxon,James,31,iOS,
Karter,Price,35,AndroidOS,104.0
Ivor,Clark,74,,120.0
Beckett,Taylor,21,iOS,112.0
Bob,Collins,24,iOS,102.0
Jackson,Lewis,39,AndroidOS,116.0
Cole,Rodriguez,27,iOS,106.0
Lauren,Clark,39,iOS,87.0
Oscar,Jimenez,28,iOS,108.0
Lucy,Torres,49,iOS,87.0
Bruce,Thomas,70,iOS,112.0
Gideon,Anderson,44,AndroidOS,107.0
Christian,Gibson,73,,
Jeremy,Gomez,31,Windows,
Taylor,Wright,63,iOS,106.0
Marley,Murphy,72,,102.0
Hunter,Anderson,51,iOS,
Desirae,Perez,70,iOS,96.0
Marley,Gibson,30,AndroidOS,125.0
Bruce,Flores,29,AndroidOS,102.0
Parker,Guiterrez,49,iOS,
Lane,Smith,35,iOS,116.0
Bruce,Roberts,33,iOS,96.0
Blakely,Chavez,53,iOS,110.0
Andrey,Moore,67,AndroidOS,85.0
Lincoln,Little,56,iOS,121.0
Everleigh,Diaz,60,iOS,111.0
Mark,Thomas,43,iOS,115.0
Blake,Clark,52,iOS,102.0
Lincoln,Reese,45,iOS,92.0
Blake,Nguyen,47,iOS,106.0
Emma,AllenKing,25,iOS,92.0
Bradley,Flores,25,iOS,127.0
Myles,Harris,55,Windows,103.0
Austin,Nguyen,72,,86.0
Emmet,Ramos,62,iOS,
Bob,Jackson,26,iOS,103.0
Jeremy,Torres,21,AndroidOS,90.0
Everleigh,Martin,62,iOS,126.0
Lena,Sanders,48,iOS,127.0
Lane,Foster,25,AndroidOS,118.0
River,Reese,70,Windows,98.0
Zoe,Wilson,34,iOS,106.0
Silas,Moore,60,AndroidOS,121.0
Steve,Thompson,60,AndroidOS,94.0
Bruce,Fry,44,iOS,98.0
Piper,Wood,42,iOS,129.0
Ashley,Bloom,57,AndroidOS,93.0
Lena,Little,64,AndroidOS,129.0
Preston,Cooper,42,AndroidOS,95.0
